poiid,nombre,direccion,telefono,correoelectronico,latitude,longitude,altitud,capacidad,capacidad_disc,fecha_ultima_actualizacion,libres,libres_discapacitados,nivelocupacion_naranja,nivelocupacion_rojo,smassa_sector_sare
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:43:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:43:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:43:04,66,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:43:04,67,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:43:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:43:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:43:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:43:05,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:45:05,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:45:05,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:45:05,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:45:05,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:45:05,145,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:45:05,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:45:05,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:45:05,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:45:05,66,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:45:06,67,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:45:06,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:45:06,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:45:06,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:45:06,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:47:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:47:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:47:03,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:47:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:47:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:47:04,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:47:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:47:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:47:04,66,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:47:04,67,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:47:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:47:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:47:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:47:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:49:04,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:49:04,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:49:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:49:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:49:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:49:04,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:49:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:49:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:49:04,66,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:49:04,67,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:49:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:49:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:49:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:49:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:51:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:51:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:51:03,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:51:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:51:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:51:04,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:51:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:51:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:51:04,66,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:51:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:51:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:51:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:51:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:51:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:53:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:53:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:53:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:53:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:53:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:53:04,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:53:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:53:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:53:04,66,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:53:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:53:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:53:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:53:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:53:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:55:04,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:55:04,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:55:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:55:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:55:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:55:04,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:55:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:55:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:55:04,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:55:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:55:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:55:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:55:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:55:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:57:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:57:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:57:03,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:57:03,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:57:03,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:57:03,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:57:03,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:57:03,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:57:03,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:57:03,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:57:03,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:57:03,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:57:03,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:57:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 15:59:04,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 15:59:04,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 15:59:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 15:59:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 15:59:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 15:59:04,82,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 15:59:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 15:59:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 15:59:04,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 15:59:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 15:59:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 15:59:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 15:59:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 15:59:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 16:01:04,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 16:01:04,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 16:01:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 16:01:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 16:01:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 16:01:04,84,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:01:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 16:01:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 16:01:04,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 16:01:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 16:01:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 16:01:05,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 16:01:05,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 16:01:05,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 16:03:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 16:03:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 16:03:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 16:03:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 16:03:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 16:03:04,84,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:03:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 16:03:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 16:03:04,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 16:03:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 16:03:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 16:03:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 16:03:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 16:03:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 16:05:04,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 16:05:04,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 16:05:04,57,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 16:05:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 16:05:04,153,0,23,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:13:04,74,0,27,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 16:05:04,84,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:05:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 16:05:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 16:05:04,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 16:05:05,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 16:05:05,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 16:05:05,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 16:05:05,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 16:05:05,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 16:07:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 16:07:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 16:07:03,51,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 16:07:03,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 16:07:03,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 16:07:03,84,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:07:03,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 16:07:03,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 16:07:03,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 16:07:03,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 16:07:03,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 16:07:03,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 16:07:03,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 16:07:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 16:09:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 16:09:04,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 16:09:04,51,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 16:09:04,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 16:09:04,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 16:09:04,84,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:09:04,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 16:09:04,267,0,35,5,0
10,Pz. de la Marina,Plaza De La MarinaMálaga,"","",36.7174149,-4.4200468,3.109754,400,0,2019-10-04 16:09:04,77,0,23,5,0
12,Tejón y Rodriguez,Calle Tejón Y RodriguezMálaga,"","",36.7235985,-4.4214821,10.485368,170,0,2019-10-04 16:09:04,61,0,13,5,0
138,El Carmen,"","","",0,0,0,-1,0,2019-10-04 16:09:04,-1,0,19,5,0
139,Mármoles,"","","",0,0,0,-1,0,2019-10-04 16:09:04,-1,-1,10,5,12
140,El Limonar,Limonar -  Málaga (Málaga),"","",0,0,0,161,0,2019-10-04 16:09:04,-1,-1,16,8,16
142,Bailén,Bailén -  Málaga (Málaga),"","",0,0,0,0,0,2019-10-04 16:09:04,-1,-1,0,0,16
1,Salitre,Calle SalitreMálaga,"","",36.7132149,-4.4276681,3.986444,342,0,2019-10-04 16:11:03,192,0,17,5,0
2,Cervantes,Calle CervantesMálaga,"","",36.7208633,-4.4119148,9.531203,414,0,2019-10-04 16:11:03,219,0,22,5,0
3,El Palo,Calle Alonso Carrillo De AlbornozMálaga,"","",36.721035,-4.3607192,8.069582,129,0,2019-10-04 16:11:03,51,0,7,5,0
4,Av. de Andalucía,Avenida De AndalucíaMálaga,"","",36.7171364,-4.4277549,7.341792,517,0,2019-10-04 16:11:03,367,0,31,5,0
5,Camas,Calle Camas -  Málaga,"","",36.7202072,-4.4244981,7.589293,320,0,2019-10-04 16:11:03,153,0,23,5,0
6,Cruz De Humilladero,Plaza Cruz De HumilladeroMálaga,"","",36.7118645,-4.4409118,9.336616,100,0,2019-10-04 16:11:03,84,0,12,5,0
8,Alcazaba,Plaza La AlcazabaMálaga,"","",36.7224312,-4.4165168,14.149522,344,0,2019-10-04 16:11:03,74,0,27,5,0
9,San Juan De La Cruz,Compositor Lemberg Ruiz - 29007 Málaga (Málaga),952612642,"",36.717865,-4.4332781,8.787301,350,0,2019-10-04 16:11:03,267,0,35,5,0
